	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WLC	OLC	WL_5th_range	OL_5th_range	corpus_id	piece_id
2	peri_euridice	peri_euridice_scene_1	1600.0	1600	Renaissance	pre-Baroque	G	minor	5	-4	5	-4	0.7857142857142857	0.07936507936507936	9	9	1	2
4	peri_euridice	peri_euridice_scene_2	1600.0	1600	Renaissance	pre-Baroque	G	minor	7	-4	5	-4	1.1696969696969697	0.07272727272727272	11	9	1	3
6	peri_euridice	peri_euridice_scene_3	1600.0	1600	Renaissance	pre-Baroque	G	minor	5	-4	4	-4	0.875	0.09375	9	8	1	4
8	peri_euridice	peri_euridice_scene_4	1600.0	1600	Renaissance	pre-Baroque	D	minor	8	-10	7	-3	2.1528150134048256	0.2546916890080429	18	10	1	5
10	peri_euridice	peri_euridice_scene_5	1600.0	1600	Renaissance	pre-Baroque	C	minor	6	-4	5	-3	0.7613636363636364	0.13636363636363635	10	8	1	6
14	monteverdi_madrigals	4-19	1609.1691322587767	1603	Renaissance	pre-Baroque	d	minor	6	-5	5	-3	0.7405405405405405	0.06486486486486487	11	8	2	10
15	monteverdi_madrigals	4-20	1609.1691322587767	1603	Renaissance	pre-Baroque	d	minor	6	-5	5	-3	0.7405405405405405	0.06486486486486487	11	8	2	11
17	monteverdi_madrigals	5-01	1609.1691322587767	1605	Renaissance	pre-Baroque	G	minor	5	-4	3	-3	0.7647058823529411	0.029411764705882353	9	6	2	12
18	monteverdi_madrigals	5-03	1609.1691322587767	1605	Renaissance	pre-Baroque	d	minor	5	-4	4	-4	1.0833333333333333	0.09375	9	8	2	13
20	monteverdi_madrigals	5-04a	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-4	3	-3	1.2638888888888888	0.013888888888888888	9	6	2	14
22	monteverdi_madrigals	5-04c	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-7	3	-2	0.7666666666666667	0.022222222222222223	12	5	2	15
24	monteverdi_madrigals	5-04d	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-10	5	-4	0.9555555555555556	0.12222222222222222	15	9	2	16
26	monteverdi_madrigals	5-04e	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-4	3	-2	0.7878787878787878	0.015151515151515152	9	5	2	17
28	monteverdi_madrigals	5-05b	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-4	5	-1	0.8831168831168831	0.05194805194805195	9	6	2	18
30	monteverdi_madrigals	5-05c	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	6	-4	5	-3	1.338235294117647	0.08823529411764706	10	8	2	19
32	monteverdi_madrigals	5-06	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-7	3	-2	0.7666666666666667	0.022222222222222223	12	5	2	20
34	monteverdi_madrigals	5-07	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-10	5	-4	0.9555555555555556	0.12222222222222222	15	9	2	21
36	monteverdi_madrigals	5-08	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-4	3	-2	0.7878787878787878	0.015151515151515152	9	5	2	22
38	monteverdi_madrigals	5-09	1609.1691322587767	1605	Renaissance	pre-Baroque	d	minor	5	-10	5	-5	1.0687022900763359	0.4732824427480916	15	10	2	23
40	monteverdi_madrigals	5-10	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	5	-4	5	-1	0.8831168831168831	0.05194805194805195	9	6	2	24
42	monteverdi_madrigals	5-11	1609.1691322587767	1605	Renaissance	pre-Baroque	g	minor	6	-4	5	-3	1.338235294117647	0.08823529411764706	10	8	2	25
44	monteverdi_madrigals	5-14	1609.1691322587767	1605	Renaissance	pre-Baroque	d	minor	5	-10	5	-3	1.037037037037037	0.2740740740740741	15	8	2	26
46	monteverdi_madrigals	5-15	1609.1691322587767	1605	Renaissance	pre-Baroque	d	minor	5	-10	5	-5	1.0687022900763359	0.4732824427480916	15	10	2	27
48	monteverdi_madrigals	5-17	1609.1691322587767	1605	Renaissance	pre-Baroque	d	minor	6	-6	5	-4	0.9647058823529412	0.16470588235294117	12	9	2	28
50	monteverdi_madrigals	6-01a	1609.1691322587767	1614	Renaissance	pre-Baroque	d	minor	5	-7	3	0	1.4819277108433735	0.024096385542168676	12	3	2	29
51	monteverdi_madrigals	laudate_pueri_dominum	1609.1691322587767	1620	Renaissance	pre-Baroque	g	minor	5	-7	3	-4	0.7488584474885844	0.045662100456621	12	7	2	30
54	monteverdi_madrigals	8-18	1609.1691322587767	1638	Renaissance	pre-Baroque	C	minor	5	-7	5	-4	0.6008064516129032	0.012096774193548387	12	9	2	31
55	monteverdi_madrigals	8-19	1609.1691322587767	1638	Renaissance	pre-Baroque	a	minor	6	-4	5	-7	0.8129496402877698	0.1510791366906475	10	12	2	32
58	monteverdi_madrigals	9-12	1609.1691322587767	1651	Renaissance	Baroque	C	minor	5	-4	0	-4	0.5	0.0	9	4	2	33
59	sweelinck_keyboard	SwWV258_fantasia_cromatica	1621.0	1621	Renaissance	pre-Baroque	d	minor	7	-5	6	-4	1.183632734530938	0.3193612774451098	12	10	3	34
60	frescobaldi_fiori_musicali	12.01_Toccata_avanti_la_Messa_della_Domenica	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-9	5	-3	0.9649122807017544	0.3508771929824561	15	8	4	35
61	frescobaldi_fiori_musicali	12.02_Kyrie_della_domenica	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	3	-3	0.36666666666666664	0.1	9	6	4	36
62	frescobaldi_fiori_musicali	12.03_Kyrie,_Tema_A	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	2	-2	0.7878787878787878	0.0	10	4	4	37
63	frescobaldi_fiori_musicali	12.04_Christe,_Tema_B	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-5	3	-3	0.5319148936170213	0.0425531914893617	10	6	4	38
64	frescobaldi_fiori_musicali	12.05_Christe,_Tema_B,_alio_modo	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-11	3	-3	0.9347826086956522	0.15217391304347827	17	6	4	39
65	frescobaldi_fiori_musicali	12.06_Christe,_Tema_B,_alio_modo_II	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	3	-3	0.32608695652173914	0.13043478260869565	9	6	4	40
66	frescobaldi_fiori_musicali	12.07_Christe,_Tema_B,_alio_modo_III	1635.0	1635	Renaissance	pre-Baroque	d	minor	4	-4	5	-3	0.4	0.14285714285714285	8	8	4	41
67	frescobaldi_fiori_musicali	12.08_Kyrie,_Tema_C	1635.0	1635	Renaissance	pre-Baroque	d	minor	4	-4	2	-4	0.2962962962962963	0.0	8	6	4	42
68	frescobaldi_fiori_musicali	12.09_Kyrie,_Tema_D,_alio_modo_I	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	4	-3	0.38095238095238093	0.14285714285714285	10	7	4	43
69	frescobaldi_fiori_musicali	12.10_Kyrie,_Tema_D,_alio_modo_II	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	3	-4	0.6923076923076923	0.07692307692307693	10	7	4	44
70	frescobaldi_fiori_musicali	12.11_Kyrie_ultimo	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	5	-3	0.8461538461538461	0.2	10	8	4	45
71	frescobaldi_fiori_musicali	12.12_Kyrie,_Tema_D,_alio_modo_III	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	3	-2	0.9523809523809523	0.011904761904761904	10	5	4	46
72	frescobaldi_fiori_musicali	12.13_Kyrie,_Tema_D,_alio_modo_IV	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	5	-1	0.8958333333333334	0.16666666666666666	9	6	4	47
73	frescobaldi_fiori_musicali	12.14_Canzon_dopo_l’Epistola	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	5	-4	1.09478672985782	0.15639810426540285	10	9	4	48
74	frescobaldi_fiori_musicali	12.15_Recercar_dopo_il_Credo	1635.0	1635	Renaissance	pre-Baroque	g	minor	6	-4	4	-4	0.8395061728395061	0.13580246913580246	10	8	4	49
75	frescobaldi_fiori_musicali	12.16_Toccata_cromaticha_per_l’elevatione	1635.0	1635	Renaissance	pre-Baroque	a	minor	5	-6	5	-4	1.0251256281407035	0.035175879396984924	11	9	4	50
77	frescobaldi_fiori_musicali	12.18_Toccata_avanti_la_Messa_delli_Apostoli	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-5	5	-4	0.7567567567567568	0.28378378378378377	10	9	4	52
78	frescobaldi_fiori_musicali	12.19_Kyrie,_Tema_E_1	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-11	4	-4	1.2826086956521738	0.10869565217391304	17	8	4	53
79	frescobaldi_fiori_musicali	12.20_Kyrie,_Tema_E_2	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-3	3	-4	0.9206349206349206	0.047619047619047616	9	7	4	54
80	frescobaldi_fiori_musicali	12.21_Kyrie,_Tema_E_3	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	4	-3	0.7111111111111111	0.4	10	7	4	55
81	frescobaldi_fiori_musicali	12.22_Christe,_Tema_F_1	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	3	-2	0.18604651162790697	0.11627906976744186	9	5	4	56
82	frescobaldi_fiori_musicali	12.23_Christe,_Tema_F_2	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	3	-3	0.6730769230769231	0.057692307692307696	9	6	4	57
83	frescobaldi_fiori_musicali	12.24_Kyrie,_Tema_G_1	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	3	-3	0.45098039215686275	0.0784313725490196	10	6	4	58
84	frescobaldi_fiori_musicali	12.25_Kyrie,_Tema_G_2	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	5	-2	0.4461538461538462	0.26153846153846155	10	7	4	59
85	frescobaldi_fiori_musicali	12.26_Kyrie,_Tema_H	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	4	-3	0.6825396825396826	0.23809523809523808	9	7	4	60
87	frescobaldi_fiori_musicali	12.28_Toccata_avanti_il_Recercar	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-7	6	-3	1.3833333333333333	0.21666666666666667	13	9	4	62
88	frescobaldi_fiori_musicali	12.29_Recercar_cromaticho_post_il_Credo	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-11	5	-4	1.0532786885245902	0.14754098360655737	17	9	4	63
89	frescobaldi_fiori_musicali	12.30_Alto_recercar	1635.0	1635	Renaissance	pre-Baroque	g	minor	6	-4	5	-4	0.5573248407643312	0.16878980891719744	10	9	4	64
91	frescobaldi_fiori_musicali	12.32_Recercar_con_obligo_del_Basso_come_appare	1635.0	1635	Renaissance	pre-Baroque	C	minor	5	-3	4	-3	1.8823529411764706	0.14705882352941177	8	7	4	65
92	frescobaldi_fiori_musicali	12.34_Toccata_avanti_la_Messa_della_Madonna	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	5	-3	1.0526315789473684	0.4473684210526316	10	8	4	66
93	frescobaldi_fiori_musicali	12.35_Kyrie,_Tema_I	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	3	-3	0.6190476190476191	0.09523809523809523	9	6	4	67
94	frescobaldi_fiori_musicali	12.36_Kyrie,_Tema_K	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	3	-4	0.34782608695652173	0.2391304347826087	9	7	4	68
95	frescobaldi_fiori_musicali	12.37_Christe,_Tema_L	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	3	-4	0.639344262295082	0.06557377049180328	10	7	4	69
96	frescobaldi_fiori_musicali	12.38_Christe,_Tema_M	1635.0	1635	Renaissance	pre-Baroque	d	minor	5	-4	4	-3	0.425	0.2	9	7	4	70
97	frescobaldi_fiori_musicali	12.39_Kyrie,_Tema_N	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	5	-3	0.47058823529411764	0.23529411764705882	10	8	4	71
98	frescobaldi_fiori_musicali	12.40_Kyrie,_Tema_O	1635.0	1635	Renaissance	pre-Baroque	d	minor	6	-4	3	-3	0.5849056603773585	0.018867924528301886	10	6	4	72
99	frescobaldi_fiori_musicali	12.41_Canzon_dopo_l'Epistola	1635.0	1635	Renaissance	pre-Baroque	g	minor	6	-4	4	-3	1.1031746031746033	0.24603174603174602	10	7	4	73
100	frescobaldi_fiori_musicali	12.42_Recercar_dopo_il_Credo	1635.0	1635	Renaissance	pre-Baroque	g	minor	7	-4	3	-4	0.8461538461538461	0.08974358974358974	11	7	4	74
101	frescobaldi_fiori_musicali	12.43_Toccata_avanti_il_Recercar	1635.0	1635	Renaissance	pre-Baroque	a	minor	5	-5	5	-4	1.0	0.3157894736842105	10	9	4	75
102	frescobaldi_fiori_musicali	12.44_Recercar_con_obligo_di_cantare_la_quinta_parte_non_senza_toccarla	1635.0	1635	Renaissance	pre-Baroque	a	minor	5	-4	3	-4	0.3383084577114428	0.024875621890547265	9	7	4	76
105	kleine_geistliche_konzerte	op08n01swv282_Eile_mich,_Gott,_zu_erretten	1637.9308224442736	1636	Renaissance	pre-Baroque	d	minor	6	-4	5	-4	0.9880952380952381	0.17857142857142858	10	9	5	79
107	kleine_geistliche_konzerte	op08n03swv284_Ich_danke_dem_Herrn_von_ganzem_Herzen	1637.9308224442736	1636	Renaissance	pre-Baroque	g	minor	7	-4	5	-4	0.8607594936708861	0.08016877637130802	11	9	5	81
108	kleine_geistliche_konzerte	op08n04swv285_O_süsser,_o_freundlicher	1637.9308224442736	1636	Renaissance	pre-Baroque	g	minor	7	-5	5	-4	0.844559585492228	0.046632124352331605	12	9	5	82
110	kleine_geistliche_konzerte	op08n06swv287_O_lieber_Herre_Gott	1637.9308224442736	1636	Renaissance	pre-Baroque	g	minor	7	-4	6	-5	0.8140703517587939	0.21105527638190955	11	11	5	84
112	kleine_geistliche_konzerte	op08n08swv289_Erhöre_mich,_wenn_ich_rufe	1637.9308224442736	1636	Renaissance	pre-Baroque	e	minor	6	-5	3	-4	0.4375	0.015625	11	7	5	86
113	kleine_geistliche_konzerte	op08n09swv290_Wohl_dem,_der_nicht_wandelt_im_Rat_der_Gottlosen	1637.9308224442736	1636	Renaissance	pre-Baroque	g	minor	7	-7	5	-4	0.7768595041322314	0.11570247933884298	14	9	5	87
118	kleine_geistliche_konzerte	op08n14swv295_O_hilf,_Christe_Gottes_Sohn	1637.9308224442736	1636	Renaissance	pre-Baroque	a	minor	5	-7	2	-4	0.8842975206611571	0.0	12	6	5	92
119	kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	1637.9308224442736	1636	Renaissance	pre-Baroque	d	minor	6	-4	3	-3	0.8562874251497006	0.041916167664670656	10	6	5	93
120	kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	1637.9308224442736	1636	Renaissance	pre-Baroque	g	minor	6	-7	4	-4	0.6941176470588235	0.047058823529411764	13	8	5	94
121	kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	1637.9308224442736	1636	Renaissance	pre-Baroque	e	minor	5	-5	3	-1	0.3972602739726027	0.0136986301369863	10	4	5	95
122	kleine_geistliche_konzerte	op08n19swv300_Himmel_und_Erde_vergehen	1637.9308224442736	1636	Renaissance	pre-Baroque	g	minor	6	-4	3	-3	0.37362637362637363	0.17582417582417584	10	6	5	96
123	kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	1637.9308224442736	1636	Renaissance	pre-Baroque	g	minor	6	-7	3	-4	0.7272727272727273	0.07878787878787878	13	7	5	97
125	kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	1637.9308224442736	1636	Renaissance	pre-Baroque	d	minor	6	-4	5	-4	0.900355871886121	0.07473309608540925	10	9	5	99
127	kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	1637.9308224442736	1636	Renaissance	pre-Baroque	g	minor	5	-4	6	-4	0.6352530541012217	0.20418848167539266	9	10	5	101
129	kleine_geistliche_konzerte	op09n02swv307_Was_hast_du_verwirket	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	6	-5	6	-3	1.1141304347826086	0.08695652173913043	11	9	5	103
130	kleine_geistliche_konzerte	op09n03swv308_O_Jesu,_nomen_dulce	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	6	-4	5	-3	0.7248322147651006	0.0738255033557047	10	8	5	104
131	kleine_geistliche_konzerte	op09n04swv309_O_misericordissime_Jesu	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	7	-5	5	-5	1.0718232044198894	0.12154696132596685	12	10	5	105
132	kleine_geistliche_konzerte	op09n05swv310_Ich_liege_und_schlafe	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	5	-5	3	-4	0.441340782122905	0.00558659217877095	10	7	5	106
133	kleine_geistliche_konzerte	op09n06swv311_Habe_deine_Lust_an_dem_Herren	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	5	-5	5	-4	0.4444444444444444	0.04843304843304843	10	9	5	107
134	kleine_geistliche_konzerte	op09n07swv312_Herr,_ich_hoffe_darauf	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	6	-4	6	-4	0.7544910179640718	0.24550898203592814	10	10	5	108
135	kleine_geistliche_konzerte	op09n08swv313_Bone_Jesu,_verbum_Patris	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	6	-4	4	-4	0.5074626865671642	0.05970149253731343	10	8	5	109
136	kleine_geistliche_konzerte	op09n09swv314_Verbum_caro_factum	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	6	-4	4	-3	0.7692307692307693	0.03461538461538462	10	7	5	110
137	kleine_geistliche_konzerte	op09n10swv315_Hodie_Christus_natus_est	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	6	-4	6	-3	0.9253112033195021	0.11203319502074689	10	9	5	111
138	kleine_geistliche_konzerte	op09n11swv316_Wann_unsre_Augen_schlafen_ein	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	7	-4	3	-5	0.8117647058823529	0.047058823529411764	11	8	5	112
139	kleine_geistliche_konzerte	op09n12swv317_Meister,_wir_haben_die_ganze_Nacht_gearbeitet	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	6	-6	4	-3	0.8953488372093024	0.046511627906976744	12	7	5	113
140	kleine_geistliche_konzerte	op09n13swv318_Die_Furcht_des_Herren	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	6	-4	3	-3	0.5847457627118644	0.01694915254237288	10	6	5	114
143	kleine_geistliche_konzerte	op09n16swv321_Herr,_wenn_ich_nur_dich	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	5	-5	4	-4	0.36363636363636365	0.0213903743315508	10	8	5	117
144	kleine_geistliche_konzerte	op09n17swv322_Rorate,_rorate_coeli	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	6	-4	5	-4	0.9421052631578948	0.09473684210526316	10	9	5	118
145	kleine_geistliche_konzerte	op09n18swv323_Joseph,_du_Sohn_David	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	6	-4	3	-6	0.6294117647058823	0.03529411764705882	10	9	5	119
146	kleine_geistliche_konzerte	op09n19swv324_Ich_bin_die_Auferstehung	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	6	-6	5	-4	0.7350427350427351	0.17094017094017094	12	9	5	120
147	kleine_geistliche_konzerte	op09n20swv325_Die_Seele_Christi_heilige_mich	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	7	-4	3	-5	0.9585253456221198	0.041474654377880185	11	8	5	121
148	kleine_geistliche_konzerte	op09n21swv326_Ich_ruf_zu_dir,_Herr_Jesu_Christ	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	6	-4	5	-1	0.5333333333333333	0.06666666666666667	10	6	5	122
151	kleine_geistliche_konzerte	op09n24swv329_Ist_Gott_für_uns	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	7	-4	5	-5	0.78125	0.15104166666666666	11	10	5	125
152	kleine_geistliche_konzerte	op09n25swv330_Wer_will_uns_scheiden_von_der_Liebe_Gottes	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	6	-4	6	-3	0.9719101123595506	0.056179775280898875	10	9	5	126
153	kleine_geistliche_konzerte	op09n26swv331_Die_Stimm_des_Herren_gehet_auf_den_Wassern	1637.9308224442736	1639	Renaissance	pre-Baroque	d	minor	6	-4	6	-4	0.9915611814345991	0.11392405063291139	10	10	5	127
157	kleine_geistliche_konzerte	op09n30swv335_Was_betrübst_du_dich,_meine_Seele	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	6	-7	4	-4	0.8195876288659794	0.08762886597938144	13	8	5	131
158	kleine_geistliche_konzerte	op09n31swv336_Quemadmodum_desiderat_cervus	1637.9308224442736	1639	Renaissance	pre-Baroque	g	minor	8	-6	5	-5	1.096234309623431	0.1087866108786611	14	10	5	132
159	kleine_geistliche_konzerte	op09n32swv337_Aufer_immensam	1637.9308224442736	1639	Renaissance	pre-Baroque	a	minor	6	-5	5	-6	0.5981308411214953	0.09579439252336448	11	11	5	133
161	corelli	op01n01a	1687.6864702945581	1681	Baroque	Baroque	F	minor	5	-7	2	-1	1.125	0.0	12	3	6	134
163	corelli	op01n01b	1687.6864702945581	1681	Baroque	Baroque	F	minor	5	-4	0	-3	1.3333333333333333	0.0	9	3	6	135
165	corelli	op01n01c	1687.6864702945581	1681	Baroque	Baroque	F	minor	5	-5	5	0	0.5531914893617021	0.06382978723404255	10	5	6	136
167	corelli	op01n01d	1687.6864702945581	1681	Baroque	Baroque	F	minor	5	-4	5	-3	1.0	0.2727272727272727	9	8	6	137
168	corelli	op01n02a	1687.6864702945581	1681	Baroque	Baroque	e	minor	5	-4	2	-5	1.106060606060606	0.030303030303030304	9	7	6	138
170	corelli	op01n02b	1687.6864702945581	1681	Baroque	Baroque	e	minor	5	-4	3	-5	0.7864077669902912	0.019417475728155338	9	8	6	139
172	corelli	op01n02c	1687.6864702945581	1681	Baroque	Baroque	e	minor	5	-4	1	-3	0.8518518518518519	0.0	9	4	6	140
174	corelli	op01n02d	1687.6864702945581	1681	Baroque	Baroque	e	minor	5	-7	5	-4	0.916083916083916	0.06993006993006994	12	9	6	141
177	corelli	op01n03a	1687.6864702945581	1681	Baroque	Baroque	A	minor	5	-4	1	-3	1.125	0.0	9	4	6	142
179	corelli	op01n03b	1687.6864702945581	1681	Baroque	Baroque	A	minor	5	-4	0	-3	1.0909090909090908	0.0	9	3	6	143
180	corelli	op01n03c	1687.6864702945581	1681	Baroque	Baroque	A	minor	5	-4	0	0	0.8571428571428571	0.0	9	0	6	144
183	corelli	op01n03d	1687.6864702945581	1681	Baroque	Baroque	A	minor	5	-4	0	-4	0.42857142857142855	0.0	9	4	6	145
184	corelli	op01n04a	1687.6864702945581	1681	Baroque	Baroque	a	minor	6	-4	5	-4	1.027027027027027	0.24324324324324326	10	9	6	146
186	corelli	op01n04b	1687.6864702945581	1681	Baroque	Baroque	a	minor	5	-4	5	-4	0.8846153846153846	0.5	9	9	6	147
187	corelli	op01n04c	1687.6864702945581	1681	Baroque	Baroque	a	minor	6	-4	6	-4	0.9019607843137255	0.20588235294117646	10	10	6	148
189	corelli	op01n04d	1687.6864702945581	1681	Baroque	Baroque	a	minor	6	-5	2	-4	0.8514851485148515	0.0	11	6	6	149
192	corelli	op01n05a	1687.6864702945581	1681	Baroque	Baroque	Bb	minor	6	-4	5	-4	1.11864406779661	0.2033898305084746	10	9	6	150
194	corelli	op01n05b	1687.6864702945581	1681	Baroque	Baroque	Bb	minor	5	-4	5	-3	0.7692307692307693	0.11538461538461539	9	8	6	151
195	corelli	op01n05c	1687.6864702945581	1681	Baroque	Baroque	Bb	minor	5	-4	2	0	1.2	0.0	9	2	6	152
198	corelli	op01n05d	1687.6864702945581	1681	Baroque	Baroque	Bb	minor	5	-5	5	-4	1.0857142857142856	0.42857142857142855	10	9	6	153
199	corelli	op01n06a	1687.6864702945581	1681	Baroque	Baroque	b	minor	5	-5	5	-5	0.6136363636363636	0.09090909090909091	10	10	6	154
200	corelli	op01n06b	1687.6864702945581	1681	Baroque	Baroque	b	minor	5	-7	5	-5	0.6906474820143885	0.09352517985611511	12	10	6	155
202	corelli	op01n06c	1687.6864702945581	1681	Baroque	Baroque	b	minor	5	-4	2	-4	0.8113207547169812	0.0	9	6	6	156
204	corelli	op01n06d	1687.6864702945581	1681	Baroque	Baroque	b	minor	6	-4	3	-3	1.2134831460674158	0.033707865168539325	10	6	6	157
207	corelli	op01n07a	1687.6864702945581	1681	Baroque	Baroque	C	minor	5	-4	3	-3	0.9090909090909091	0.09090909090909091	9	6	6	158
208	corelli	op01n07b	1687.6864702945581	1681	Baroque	Baroque	C	minor	5	-4	0	0	0.5625	0.0	9	0	6	159
211	corelli	op01n07c	1687.6864702945581	1681	Baroque	Baroque	C	minor	5	-5	3	-4	0.7555555555555555	0.022222222222222223	10	7	6	160
212	corelli	op01n08a	1687.6864702945581	1681	Baroque	Baroque	c	minor	6	-5	3	-1	1.2857142857142858	0.017857142857142856	11	4	6	161
213	corelli	op01n08b	1687.6864702945581	1681	Baroque	Baroque	c	minor	5	-4	5	-4	0.7027027027027027	0.24324324324324326	9	9	6	162
214	corelli	op01n08c	1687.6864702945581	1681	Baroque	Baroque	c	minor	6	-6	2	-3	0.5210084033613446	0.0	12	5	6	163
215	corelli	op01n08d	1687.6864702945581	1681	Baroque	Baroque	c	minor	6	-4	4	-4	1.1428571428571428	0.04285714285714286	10	8	6	164
220	corelli	op01n10a	1687.6864702945581	1681	Baroque	Baroque	g	minor	5	-4	2	0	0.8709677419354839	0.0	9	2	6	169
222	corelli	op01n10b	1687.6864702945581	1681	Baroque	Baroque	g	minor	6	-4	5	-4	0.7714285714285715	0.17142857142857143	10	9	6	170
223	corelli	op01n10c	1687.6864702945581	1681	Baroque	Baroque	g	minor	6	-4	5	-4	0.8301886792452831	0.0660377358490566	10	9	6	171
224	corelli	op01n10d	1687.6864702945581	1681	Baroque	Baroque	g	minor	5	-4	0	-3	0.6923076923076923	0.0	9	3	6	172
226	corelli	op01n10e	1687.6864702945581	1681	Baroque	Baroque	g	minor	5	-4	5	-4	0.7596153846153846	0.07692307692307693	9	9	6	173
228	corelli	op01n11a	1687.6864702945581	1681	Baroque	Baroque	d	minor	5	-5	5	-4	1.1355932203389831	0.1016949152542373	10	9	6	174
229	corelli	op01n11b	1687.6864702945581	1681	Baroque	Baroque	d	minor	6	-8	6	-5	1.0093457943925233	0.19626168224299065	14	11	6	175
231	corelli	op01n11c	1687.6864702945581	1681	Baroque	Baroque	d	minor	5	-5	5	-5	0.7936507936507936	0.06349206349206349	10	10	6	176
233	corelli	op01n11d	1687.6864702945581	1681	Baroque	Baroque	d	minor	5	-5	5	-5	0.5535714285714286	0.25	10	10	6	177
237	corelli	op01n12c	1687.6864702945581	1681	Baroque	Baroque	b	minor	5	-9	4	-3	0.96875	0.0625	14	7	6	180
241	corelli	op03n01a	1687.6864702945581	1689	Baroque	Baroque	F	minor	5	-4	0	0	0.7777777777777778	0.0	9	0	6	182
243	corelli	op03n01b	1687.6864702945581	1689	Baroque	Baroque	F	minor	5	-4	2	-4	0.6428571428571429	0.0	9	6	6	183
245	corelli	op03n01c	1687.6864702945581	1689	Baroque	Baroque	F	minor	5	-5	3	-4	0.6842105263157895	0.05263157894736842	10	7	6	184
247	corelli	op03n01d	1687.6864702945581	1689	Baroque	Baroque	F	minor	5	-7	0	0	1.25	0.0	12	0	6	185
