	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id	mode
949	949	chopin_mazurkas	BI60-3op06-3	1838.2307692307693	1832	E	I	5.0	-1.0	7	-6	10	-1	[0, 1]	[[4, 5], [4, 5], [4, 5], [4, 5], [4, 5], [4, 5], [4, 5], [4, 5], [4, 5], [4, 5], [4, 5], [4, 5]]	0.0	0.0	[4, 1]	0.3120567375886525	[]	0.5460992907801419	6.0	13	11	23	950	major
951	951	chopin_mazurkas	BI61-1op07-1	1838.2307692307693	1832	Bb	I	6.0	-4.0	9	-4	6	-3	[2, 3, 5, -1, 1]	[[-1], [-1], [-1], [-1, 0, -3, 1], [-1, 0, -3, 3]]	1.0	0.41	[5, 2, -1]	0.67	[3]	0.1	10.0	13	9	23	952	major
954	954	chopin_mazurkas	BI61-4op07-4	1838.2307692307693	1832	Ab	I	8.0	-1.0	9	-4	9	-1	[1]	[[-3]]	1.0	0.0769230769230769	[5, 2]	0.971153846153846	[]	0.1923076923076923	9.0	13	10	23	955	major
955	955	chopin_mazurkas	BI61-5op07-5	1838.2307692307693	1832	C	I	3.0	0.0	5	-1	5	0	[1]	[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]	1.0	0.0	[5, 2]	0.0	[]	0.0	3.0	6	5	23	956	major
956	956	chopin_mazurkas	BI71	1838.2307692307693	1832	D	I	8.0	-1.0	10	-5	10	-2	[0, 1, 4]	[[3], [2, 2], [6, 3], [2, 3, 2, 6, 2], [2, 3, 2, 6, 6]]	0.0	0.0833333333333333	[4, 1]	1.025	[]	0.6	9.0	15	12	23	957	major
957	957	chopin_mazurkas	BI73	1838.2307692307693	1832	Bb	I	5.0	-1.0	6	-1	6	0	[1]	[[-1, -1], [-1, -1], [-1, -1], [-1, -1], [-1, -1], [-1, -1], [-1, -1], [-1, -1]]	1.0	0.0	[5, 2]	0.0714285714285714	[]	0.0476190476190476	6.0	7	6	23	958	major
958	958	chopin_mazurkas	BI77-1op17-1	1838.2307692307693	1833	Bb	I	4.0	-2.0	9	-4	9	-1	[1]	[[-1]]	1.0	0.018018018018018	[5, 2]	0.7387387387387387	[]	0.4414414414414414	6.0	13	10	23	959	major
960	960	chopin_mazurkas	BI77-3op17-3	1838.2307692307693	1833	Ab	I	6.0	-4.0	9	-4	9	-3	[4]	[[0]]	0.0	0.0669856459330143	[4, 1]	1.0956937799043065	[]	0.0956937799043062	10.0	13	12	23	961	major
963	963	chopin_mazurkas	BI89-2op24-2	1838.2307692307693	1833	C	I	8.0	-1.0	8	-4	5	-1	[0, 1, 4]	[[0, 1, 0, 4]]	0.0	0.0929203539823008	[4, 1]	0.2610619469026549	[]	0.0	9.0	12	6	23	964	major
964	964	chopin_mazurkas	BI89-3op24-3	1838.2307692307693	1833	Ab	I	9.0	-1.0	9	-4	5	-1	[0]	[[-4]]	0.0	0.2203389830508474	[4, 1]	0.6779661016949152	[]	0.0	10.0	13	6	23	965	major
966	966	chopin_mazurkas	BI85	1838.2307692307693	1834	Ab	I	5.0	-1.0	10	-4	10	-4	[6, 1, 3]	[[-3], [2], [-1], [-3], [2], [-1], [-3], [2], [-1], [-3], [2], [-1], [-3], [2], [-1], [-3], [2], [-1]]	1.0	0.0	[5, 2]	0.6162790697674418	[6, 3]	0.4534883720930232	6.0	14	14	23	967	major
967	967	chopin_mazurkas	BI93-1op67-1	1838.2307692307693	1835	G	I	5.0	-1.0	9	-4	9	-1	[0, 1, 4]	[[1, 2, 5, 2], [1, 2, 5, 2], [1, 2, 5, 2]]	0.0	0.0	[4, 1]	0.3548387096774194	[]	0.6451612903225806	6.0	13	10	23	968	major
968	968	chopin_mazurkas	BI93-2op67-3	1838.2307692307693	1835	C	I	6.0	-1.0	9	-4	11	-1	[1]	[[1]]	1.0	0.032258064516129	[5, 2]	0.6666666666666666	[]	1.1935483870967742	7.0	13	12	23	969	major
970	970	chopin_mazurkas	BI105-3op30-3	1838.2307692307693	1837	Db	I	8.0	-3.0	9	-6	12	-4	[3, -1, 0, 1, 4]	[[-4], [-4], [-4], [-4], [-4], [-4], [-4], [-1], [-6], [-4], [-2], [-4], [-1], [-6], [-4], [-2], [-4], [-2], [-4], [-1], [-6], [-4], [-2], [-4], [-5]]	1.0	0.1835443037974683	[5, 2]	1.1645569620253164	[3, -1, 0, 4]	0.3481012658227848	11.0	15	16	23	971	major
973	973	chopin_mazurkas	BI115-2op33-2	1838.2307692307693	1838	D	I	2.0	-3.0	6	-7	9	-9	[1]	[[3]]	1.0	0.0673575129533678	[5, 2]	0.3937823834196891	[]	0.2642487046632124	5.0	13	18	23	974	major
974	974	chopin_mazurkas	BI115-3op33-3	1838.2307692307693	1838	C	I	4.0	-1.0	9	-4	10	-1	[1]	[[1]]	1.0	0.0	[5, 2]	0.4137931034482758	[]	0.5775862068965517	5.0	13	11	23	975	major
978	978	chopin_mazurkas	BI126-1op41-4	1838.2307692307693	1839	Ab	I	6.0	-2.0	9	-8	9	-5	[1]	[[-3]]	1.0	0.0135135135135135	[5, 2]	0.6756756756756757	[]	0.8378378378378378	8.0	17	14	23	979	major
979	979	chopin_mazurkas	BI126-4op41-3	1838.2307692307693	1839	B	I	7.0	-8.0	8	-9	8	-9	[-1, 0, 1, 2]	[[5, 5, 6], [7, 4]]	0.0	0.55	[-1, 1, 2]	1.2	[]	0.8833333333333333	15.0	17	17	23	980	major
982	982	chopin_mazurkas	BI145-1op50-1	1838.2307692307693	1842	G	I	7.0	-4.0	9	-5	9	-5	[1]	[[2, 2]]	1.0	0.2407407407407407	[5, 2]	0.7546296296296297	[]	0.1157407407407407	11.0	14	14	23	983	major
983	983	chopin_mazurkas	BI145-2op50-2	1838.2307692307693	1842	Ab	I	8.0	-4.0	9	-4	10	-3	[5, -1, 1]	[[-3], [-3, 1, -5, -3]]	1.0	0.1447368421052631	[5, 2, -1]	0.743421052631579	[]	0.743421052631579	12.0	13	13	23	984	major
985	985	chopin_mazurkas	BI153-1op56-1	1838.2307692307693	1844	B	I	10.0	-7.0	11	-10	9	-4	[3, -1]	[[4], [4], [8]]	2.0	0.504524886877828	[-1, 3]	1.246606334841629	[]	0.1855203619909502	17.0	21	13	23	986	major
986	986	chopin_mazurkas	BI153-2op56-2	1838.2307692307693	1844	C	I	5.0	-3.0	6	-4	6	-4	[0, 1, 4]	[[0, 1, 1], [0, 1, 1], [0, 1, 1], [0, 1, 1], [0, 1, 1], [0, 1, 1], [0, 1, 1], [0, 1, 1], [0, 1, 1], [0], [4], [1]]	0.0	0.0384615384615384	[4, 1]	0.5641025641025641	[]	0.2051282051282051	8.0	10	10	23	987	major
989	989	chopin_mazurkas	BI157-2op59-2	1838.2307692307693	1845	Ab	I	11.0	-4.0	10	-5	9	-6	[4, -1, 0, 1]	[[-4], [-3, -4, -3], [0], [-3, -4, -3], [-5]]	0.0	0.1826923076923076	[4, 1]	1.0432692307692308	[-1]	0.2788461538461538	15.0	15	15	23	990	major
991	991	chopin_mazurkas	BI162-1op63-1	1838.2307692307693	1846	B	I	9.0	-1.0	9	-4	9	-13	[-1, 0, 1, 2, 4]	[[5, 5, 6, 5, 9], [6], [5], [9], [7, 4]]	0.0	0.2071005917159763	[4, 1]	0.6272189349112426	[-1, 2]	0.8165680473372781	10.0	13	22	23	992	major
997	997	schumann_kinderszenen	n01	1839.0	1839	G	I	6.0	-1.0	8	-3	3	-1	[0, 1, 4]	[[1], [5], [5], [2], [1]]	0.0	0.0930232558139534	[4, 1]	0.2558139534883721	[]	0.0	7.0	11	4	24	998	major
998	998	schumann_kinderszenen	n02	1839.0	1839	D	I	5.0	-1.0	8	-1	10	-1	[0, 1, 4]	[[2, 3, 2, 6]]	0.0	0.0	[4, 1]	0.1176470588235294	[]	0.453781512605042	6.0	9	11	24	999	major
1000	1000	schumann_kinderszenen	n04	1839.0	1839	D	I	6.0	-1.0	5	-5	6	0	[-1, 1, 2, 3]	[[3, 3, 5], [1], [4], [5], [1], [1]]	1.0	0.0754716981132075	[5, 2, -1, 3]	0.9056603773584906	[]	0.0377358490566037	7.0	10	6	24	1001	major
1001	1001	schumann_kinderszenen	n05	1839.0	1839	D	I	5.0	-1.0	9	-4	4	-4	[6, -1, 2]	[[8], [8], [4, 1]]	1.0	0.0	[2, -1, 6, 5]	0.4634146341463415	[]	0.1219512195121951	6.0	13	8	24	1002	major
1002	1002	schumann_kinderszenen	n06	1839.0	1839	A	I	9.0	-1.0	6	-2	2	-2	[0, 1, 4]	[[3, 3], [7, 4, 3]]	0.0	0.345679012345679	[4, 1]	0.1234567901234567	[]	0.037037037037037	10.0	8	4	24	1003	major
1003	1003	schumann_kinderszenen	n07	1839.0	1839	F	I	6.0	-3.0	8	-4	5	-3	[1]	[[0]]	1.0	0.0985915492957746	[5, 2]	0.5070422535211268	[]	0.0140845070422535	9.0	12	8	24	1004	major
1004	1004	schumann_kinderszenen	n08	1839.0	1839	F	I	6.0	-1.0	9	-4	7	-1	[1]	[[0]]	1.0	0.0606060606060606	[5, 2]	0.5606060606060606	[]	0.0303030303030303	7.0	13	8	24	1005	major
1005	1005	schumann_kinderszenen	n09	1839.0	1839	C	I	6.0	-1.0	9	-5	5	-1	[0, 1, 4]	[[4, 1], [0, 1]]	0.0	0.1521739130434782	[4, 1]	0.4130434782608695	[]	0.0652173913043478	7.0	14	6	24	1006	major
1009	1009	schumann_kinderszenen	n13	1839.0	1839	G	I	6.0	-1.0	5	-4	10	-3	[-1, 1, 2, 5]	[[0, 3, 2, 6]]	1.0	0.7142857142857143	[-1, 5, 2]	0.4897959183673469	[]	0.2857142857142857	7.0	9	13	24	1010	major
1011	1011	schumann_liederkreis	op39n02	1840.0	1840	A	I	7.0	-1.0	9	-3	10	-1	[0, 1, 4]	[[4, 3, 7, 4], [4, 3, 7, 4], [4, 3, 7, 4], [4], [4, 3, 7, 4]]	0.0	0.1212121212121212	[1, 4]	0.6363636363636364	[]	0.3333333333333333	8.0	12	11	25	1012	major
1012	1012	schumann_liederkreis	op39n03	1840.0	1840	E	I	7.0	-3.0	10	-6	10	-5	[-1, 0, 1, 2, 4]	[[4], [5], [8, 4], [5, 6], [4, 8], [6, 3]]	0.0	0.1037735849056603	[4, 1]	0.5377358490566038	[-1, 2]	0.2547169811320754	10.0	16	15	25	1013	major
1013	1013	schumann_liederkreis	op39n04	1840.0	1840	G	I	6.0	-1.0	6	-3	10	-3	[0, 1, 9, 4]	[[1, 5, 2, 1, 5, 5], [10, 10, 10], [1, 5, 2, 1, 5], [5], [5], [10, 10, 10], [1, 5, 2, 1, 5, 5], [1, 5, 2, 1, 1]]	0.0	0.0943396226415094	[4, 1]	0.2075471698113207	[9]	1.0754716981132075	7.0	9	13	25	1014	major
1014	1014	schumann_liederkreis	op39n05	1840.0	1840	E	I	6.0	-1.0	8	-3	7	-4	[-1, 1, 2, 3]	[[5], [7], [3], [6]]	1.0	0.0481927710843373	[5, 2, -1, 3]	0.3373493975903614	[]	0.3734939759036144	7.0	11	11	25	1015	major
1015	1015	schumann_liederkreis	op39n06	1840.0	1840	B	I	6.0	-1.0	7	-4	2	0	[4, 5, 1]	[[9], [9, 6], [10], [9, 6], [10], [10], [9, 6], [10], [9, 6], [10], [9], [9, 6], [10], [9, 6]]	4.0	0.0735294117647058	[1, 5]	0.6029411764705882	[]	0.0	7.0	11	2	25	1016	major
1018	1018	schumann_liederkreis	op39n09	1840.0	1840	E	I	6.0	-3.0	9	-4	9	0	[4, 0, 1]	[[4, 5, 8, 8], [4, 5, 8, 8, 8]]	0.0	0.0581395348837209	[4, 1]	0.4767441860465116	[]	0.1046511627906976	9.0	13	9	25	1019	major
1020	1020	schumann_liederkreis	op39n11	1840.0	1840	A	I	5.0	-1.0	7	-4	7	-6	[0, 1, 4]	[[4, 4], [4, 4], [4, 7, 4], [4, 7, 4], [4, 3, 7, 4], [4, 3, 7, 4], [3, 4, 3, 7, 4, 3]]	0.0	0.0	[1, 4]	0.2238805970149253	[]	0.1492537313432835	6.0	11	13	25	1021	major
1021	1021	schumann_liederkreis	op39n12	1840.0	1840	F#	I	6.0	-1.0	10	-4	10	-2	[2, 4, 0, 1]	[[6], [7, 10, 7, 10], [7, 10, 7, 10], [7, 10, 7, 10], [7, 8, 10, 7, 8], [7, 8, 10, 7, 8], [7, 8, 10, 7, 8], [7, 6, 10, 7, 6], [7, 6, 10, 7, 6]]	0.0	0.0185185185185185	[4, 1]	0.9629629629629628	[2]	0.4259259259259259	7.0	14	12	25	1022	major
1022	1022	c_schumann_lieder	op13no1 Ich stand in dunklen Traumen	1848.1077981651376	1844	Eb	I	9.0	-1.0	13	-4	10	0	[4, 0, 1]	[[-3, -2, -3, 1], [-3, -2, -3, 1], [-3, -2, -3, 1], [-3, -2, -3, 1]]	0.0	0.1666666666666666	[4, 1]	0.6372549019607843	[]	0.1666666666666666	10.0	17	10	26	1023	major
1024	1024	c_schumann_lieder	op13no3 Liebeszauber	1848.1077981651376	1844	Eb	I	10.0	-2.0	9	-4	6	-1	[4]	[[1]]	0.0	0.1870967741935484	[4, 1]	0.632258064516129	[]	0.0064516129032258	12.0	13	7	26	1025	major
1025	1025	c_schumann_lieder	op13no4 Der Mond kommt still gegangen	1848.1077981651376	1844	Db	I	8.0	-1.0	8	-4	6	-4	[0]	[[-5], [-5]]	0.0	0.0833333333333333	[4, 1]	0.3833333333333333	[]	0.05	9.0	12	10	26	1026	major
1026	1026	c_schumann_lieder	op13no5 Ich hab in deinem Auge	1848.1077981651376	1844	Ab	I	7.0	-1.0	9	-4	9	-3	[4, 0]	[[-4, -4, 0]]	0.0	0.073394495412844	[4, 1]	0.7155963302752294	[]	0.146788990825688	8.0	13	12	26	1027	major
1027	1027	c_schumann_lieder	op13no6 Die stille Lotosblume	1848.1077981651376	1844	Ab	I	9.0	-4.0	10	-5	7	-5	[2, -1, 0, 1, 3]	[[-3, -4, -5, -1], [-2]]	1.0	0.3247863247863248	[0, 2, -1, 3]	0.7350427350427351	[]	0.1196581196581196	13.0	15	12	26	1028	major
1028	1028	c_schumann_lieder	op23no1 Was weinst du Blumlein	1848.1077981651376	1853	A	I	8.0	-4.0	8	-4	5	0	[1]	[[4]]	1.0	0.2941176470588235	[5, 2]	0.3970588235294117	[]	0.0	12.0	12	5	26	1029	major
1029	1029	c_schumann_lieder	op23no2 An einem lichten Morgen	1848.1077981651376	1853	F	I	8.0	-1.0	9	-4	8	0	[1, 4, 0]	[[-1], [0], [-1], [3], [0], [-1], [-1], [0], [-1], [3], [0], [-1], [3]]	0.0	0.25	[4, 1]	0.7613636363636364	[]	0.034090909090909	9.0	13	8	26	1030	major
1030	1030	c_schumann_lieder	op23no3 Geheimes Flustern hier und dort	1848.1077981651376	1853	Db	I	9.0	-1.0	11	-5	7	0	[0, 1, 4]	[[-5], [-1], [-1], [-4], [-1], [-4], [-5], [-1], [-4]]	0.0	0.2972972972972973	[4, 1]	1.7837837837837838	[]	0.081081081081081	10.0	16	7	26	1031	major
1032	1032	c_schumann_lieder	op23no5 Das ist ein Tag der klingen mag	1848.1077981651376	1853	D	I	8.0	-1.0	7	-1	7	0	[-1, 0, 4]	[[6, 1, 2]]	5.0	0.0336134453781512	[4, -1, 0]	0.0252100840336134	[]	0.0672268907563025	9.0	8	7	26	1033	major
1033	1033	c_schumann_lieder	op23no6 O Lust o Lust	1848.1077981651376	1853	Eb	I	10.0	-1.0	9	-4	10	0	[4, 0, 1]	[[-3, -2, 1], [-3, -2], [1, -3], [-2, 1], [-3, -2], [-3, -2], [-2, 1], [1, -3], [-3, -2], [-2, 1]]	0.0	0.2444444444444444	[4, 1]	0.6444444444444445	[]	0.0555555555555555	11.0	13	10	26	1034	major
1034	1034	liszt_pelerinage	160.01_Chapelle_de_Guillaume_Tell	1857.079674150606	1855	C	I	8.0	-6.0	10	-8	11	-7	[1]	[[1, 1]]	1.0	0.5058139534883721	[5, 2]	1.1453488372093024	[]	0.5058139534883721	14.0	18	18	27	1035	major
1035	1035	liszt_pelerinage	160.02_Au_Lac_de_Wallenstadt	1857.079674150606	1855	Ab	I	6.0	-1.0	10	-5	13	-12	[4, 0, 1, 2]	[[-4, -3], [0], [-2], [-4], [-3], [-4], [-3], [-4], [0], [-2], [-4], [-3], [-4], [-3], [-4], [-4, -3], [0], [-2], [-4], [-3], [-4], [-3], [-4], [0], [-2], [-4], [-3], [-4], [-3], [-3], [-4]]	0.0	0.0238095238095238	[4, 1]	0.7023809523809523	[2]	1.0714285714285714	7.0	15	25	27	1036	major
1036	1036	liszt_pelerinage	160.03_Pastorale	1857.079674150606	1855	E	I	1.0	-1.0	5	-2	3	-2	[1]	[[5], [5], [5]]	1.0	0.0	[5, 2]	0.096938775510204	[]	0.0561224489795918	2.0	7	5	27	1037	major
1037	1037	liszt_pelerinage	160.04_Au_Bord_dUne_Source	1857.079674150606	1855	Ab	I	10.0	-5.0	10	-10	17	-5	[0]	[[-4]]	0.0	0.1397849462365591	[4, 1]	0.9548387096774194	[]	0.6021505376344086	15.0	20	22	27	1038	major
1040	1040	liszt_pelerinage	160.07_Eglogue	1857.079674150606	1855	Ab	I	7.0	-2.0	11	-4	6	0	[1]	[[-3], [-3, -3], [-3]]	1.0	0.0560747663551401	[5, 2]	0.2242990654205607	[]	0.0046728971962616	9.0	15	6	27	1041	major
1042	1042	liszt_pelerinage	160.09_Les_Cloches_de_Geneve_(Nocturne)	1857.079674150606	1855	B	I	7.0	-10.0	9	-13	9	-12	[3, -1, 2]	[[8], [4], [7]]	2.0	0.3990147783251231	[-1, 3]	1.0049261083743843	[]	0.5566502463054187	17.0	22	21	27	1043	major
1043	1043	liszt_pelerinage	161.01_Sposalizio	1857.079674150606	1858	E	I	7.0	-9.0	10	-8	7	-7	[1]	[[5]]	1.0	0.189873417721519	[5, 2]	0.5358649789029536	[]	0.0928270042194092	16.0	18	14	27	1044	major
1045	1045	liszt_pelerinage	161.03_Canzonetta_del_Salvator_Rosa	1857.079674150606	1858	A	I	5.0	-4.0	6	-5	7	-4	[0]	[[3]]	0.0	0.0966542750929368	[4, 1]	0.4312267657992565	[]	0.0669144981412639	9.0	11	11	27	1046	major
1046	1046	liszt_pelerinage	161.04_Sonetto_47_del_Petrarca	1857.079674150606	1858	Db	bVI	10.0	-5.0	8	-5	22	-5	[18, 12, 13, 16]	[[3], [4, 3, 7], [7], [4, 3, 9], [3], [4, 7, 4]]	0.0	0.618421052631579	[4, 1]	0.8947368421052632	[18, 12, 13, 16]	17.54605263157895	15.0	13	27	27	1047	major
1047	1047	liszt_pelerinage	161.05_Sonetto_104_del_Petrarca	1857.079674150606	1858	E	I	7.0	-6.0	9	-7	10	-9	[5, -1, 8, 2]	[[12, 9, 6, 3, 6]]	5.0	0.4793388429752066	[-4, 2, -1]	1.2396694214876034	[8]	1.9586776859504127	13.0	16	19	27	1048	major
1048	1048	liszt_pelerinage	161.06_Sonetto_123_del_Petrarca	1857.079674150606	1858	Ab	I	8.0	-4.0	12	-9	17	-5	[-3, 6, 0, 3]	[[2], [-4, -1], [-7, -4], [-4, -1], [-1], [-7, -4], [-4, -1], [-7, -4], [-4, -1], [-7, -4], [-4, -1], [-1], [-7, -4], [-4, -1]]	6.0	0.4589041095890411	[3, 0, -3]	1.9315068493150684	[]	2.2739726027397262	12.0	21	22	27	1049	major
1049	1049	liszt_pelerinage	161.07_Apres_une_lecture_du_Dante	1857.079674150606	1858	D	bV	10.0	-9.0	16	-12	17	-14	[7, 8, 1]	[[3, 3], [4, 4], [3], [3, 3], [3], [-3, 3, 4], [-3], [3, -3, 3], [-3, -3], [4, 4]]	1.0	0.7369255150554676	[5, 7]	2.1870047543581617	[8]	2.740095087163233	19.0	28	31	27	1050	major
1050	1050	liszt_pelerinage	162.01_Gondoliera	1857.079674150606	1861	F#	I	6.0	-4.0	9	-4	10	-5	[-3, -2, 1]	[[7], [7], [4], [4], [7], [7], [4], [7], [7], [4], [7], [4], [3], [7], [4], [3], [4], [7], [3], [7], [4], [3], [7], [4], [3], [4], [7], [3], [7], [4], [3], [7], [4], [3], [4], [7], [3], [7], [7], [3], [4], [4, 7], [7], [7], [4], [7], [7]]	-3.0	0.0862068965517241	[1, -2]	0.8017241379310345	[]	0.6293103448275862	10.0	13	15	27	1051	major
1054	1054	wagner_overtures	WWV096-Meistersinger_01_Vorspiel-Prelude_SchottKleinmichel	1864.9944134078207	1867	C	I	10.0	-4.0	13	-9	10	-7	[0, 1, 4]	[[0, 0], [0, 4, 1, 0], [0]]	0.0	0.2367194780987884	[4, 1]	0.5806150978564771	[]	0.3718546132339236	14.0	22	17	28	1055	major
1055	1055	tchaikovsky_seasons	op37a01	1876.0	1876	A	I	6.0	-4.0	10	-9	10	-16	[-1, 0, 1, 2, 3, 5]	[[6], [8], [3], [2, 5, 4], [4], [8], [5]]	1.0	0.1916932907348242	[-1, 5, 2]	1.0095846645367412	[0, 3]	2.268370607028754	10.0	19	26	29	1056	major
1056	1056	tchaikovsky_seasons	op37a02	1876.0	1876	D	I	6.0	-4.0	11	-4	10	-5	[0, 1, 4]	[[2, 6, 3], [3, 2, 6], [2, 3]]	0.0	0.16	[4, 1]	1.1236363636363635	[]	0.2036363636363636	10.0	15	15	29	1057	major
1058	1058	tchaikovsky_seasons	op37a04	1876.0	1876	Bb	I	7.0	-4.0	10	-6	10	-4	[3, 4, 5, 0, 1]	[[-1], [-2, 2, -1], [1], [-2, 2, -1], [-2, 2, -1], [-2, 2, -1], [3], [-2, 2, -1], [-2]]	0.0	0.1400966183574879	[4, 1]	1.1642512077294689	[3, 5]	0.5748792270531401	11.0	16	14	29	1059	major
1059	1059	tchaikovsky_seasons	op37a05	1876.0	1876	G	I	9.0	-3.0	8	-5	10	-5	[1, 2, 4, 5]	[[2, 3, 2, 6], [2], [5]]	1.0	0.1623036649214659	[5, 2]	0.6178010471204188	[4]	0.0890052356020942	12.0	13	15	29	1060	major
1061	1061	tchaikovsky_seasons	op37a07	1876.0	1876	Eb	I	5.0	-1.0	10	-4	10	-3	[4, 0, 1]	[[-3, -2], [-3], [1, -3], [1], [-3, 1, -2]]	0.0	0.0171428571428571	[4, 1]	0.6171428571428571	[]	0.1714285714285714	6.0	14	13	29	1062	major
1063	1063	tchaikovsky_seasons	op37a09	1876.0	1876	G	I	9.0	-4.0	10	-4	17	-4	[1]	[[2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2]]	1.0	0.2395543175487465	[5, 2]	0.7688022284122563	[]	0.4428969359331476	13.0	14	21	29	1064	major
1065	1065	tchaikovsky_seasons	op37a11	1876.0	1876	E	I	7.0	-1.0	6	-4	10	-4	[0, 1, 2, 3, 4]	[[7, 7], [5, 5], [4, 4], [4, 5, 8, 5], [8, 8], [5, 5], [7, 7], [5, 5], [8], [8], [4, 5, 8, 5], [4, 4], [7, 7], [8, 8], [6, 6]]	0.0	0.1757575757575757	[4, 1]	0.2181818181818181	[2, 3]	0.6	8.0	10	14	29	1066	major
1066	1066	tchaikovsky_seasons	op37a12	1876.0	1876	Ab	I	6.0	0.0	10	-9	25	-3	[4, 0, 1]	[[-4], [-3, -4, 0], [-4], [-3, -4, 0, -3]]	0.0	0.0115384615384615	[4, 1]	1.2423076923076923	[]	13.069230769230767	6.0	19	28	29	1067	major
1068	1068	dvorak_silhouettes	op08n02	1879.0	1879	Db	I	6.0	-4.0	7	-4	15	-4	[0, 1, 4]	[[-5, -5, -1], [-1], [-4], [-4]]	0.0	0.0746268656716417	[4, 1]	0.3432835820895522	[]	0.9850746268656716	10.0	11	19	30	1069	major
1069	1069	dvorak_silhouettes	op08n03	1879.0	1879	Db	I	8.0	-1.0	12	-8	10	-1	[6, 0, 2, 3]	[[-2], [-2, -5, -3, 1, -5]]	2.0	0.1092436974789916	[3, 0, 6]	0.5714285714285714	[]	0.1512605042016806	9.0	20	11	30	1070	major
1072	1072	dvorak_silhouettes	op08n06	1879.0	1879	Bb	I	6.0	-1.0	5	-4	5	-5	[2, 4, 0, 1]	[[-2, -2], [-2, -2], [-1, -2, 2], [-1, -2, 2], [0, 0], [-2, -2]]	0.0	0.0353982300884955	[4, 1]	1.106194690265487	[2]	0.1327433628318584	7.0	9	10	30	1073	major
1073	1073	dvorak_silhouettes	op08n07	1879.0	1879	D	I	5.0	-4.0	8	-4	1	0	[0, 1, 4]	[[2], [2, 6], [3], [2], [3]]	0.0	0.0718562874251497	[4, 1]	0.2514970059880239	[]	0.0	9.0	12	1	30	1074	major
1075	1075	dvorak_silhouettes	op08n09	1879.0	1879	B	ii	2.0	-1.0	6	-3	2	0	[1, -3, 0]	[[7, 7], [7, 4, 8, 7]]	0.0	0.0	[-3, 1]	0.5154639175257731	[]	0.0	3.0	9	2	30	1076	major
1076	1076	dvorak_silhouettes	op08n10	1879.0	1879	G	I	5.0	-4.0	8	-4	8	-3	[0, 1, 4]	[[1], [5, 5], [1, 5, 2], [1, 5, 2, 5, 5], [1, 5, 2, 5, 5], [1, 5, 2, 5, 5]]	0.0	0.0679611650485436	[4, 1]	0.4951456310679611	[]	0.1941747572815534	9.0	12	11	30	1077	major
1077	1077	dvorak_silhouettes	op08n11	1879.0	1879	A	I	6.0	-6.0	9	-8	10	0	[6, 0, 1, 4]	[[3], [7], [7], [4], [4], [7], [9], [4]]	0.0	0.2386363636363636	[4, 1]	0.7613636363636364	[6]	0.4545454545454545	12.0	17	10	30	1078	major
1079	1079	grieg_lyric_pieces	op12n01	1890.3354624738972	1867	Eb	I	8.0	-4.0	9	-4	8	-2	[4, 0, 1]	[[-3], [-2], [1], [-3], [1], [1], [-2], [-2], [1], [-3], [1], [1], [-2]]	0.0	0.0697674418604651	[4, 1]	1.0232558139534884	[]	0.2093023255813953	12.0	13	10	31	1080	major
1081	1081	grieg_lyric_pieces	op12n03	1890.3354624738972	1867	E	I	5.0	-5.0	8	-4	5	-1	[1]	[[5, 5]]	1.0	0.0194174757281553	[5, 2]	0.174757281553398	[]	0.0	10.0	12	6	31	1082	major
1084	1084	grieg_lyric_pieces	op12n06	1890.3354624738972	1867	D	I	3.0	-1.0	5	-4	2	-1	[0, 1]	[[2, 3, 3], [3]]	0.0	0.0	[4, 1]	0.3884297520661157	[]	0.0	4.0	9	3	31	1085	major
1086	1086	grieg_lyric_pieces	op12n08	1890.3354624738972	1867	Eb	I	7.0	-1.0	8	-4	4	0	[4, 0, 1]	[[-3, -3], [-2, -2], [1, 1], [-3, -3]]	0.0	0.1538461538461538	[4, 1]	0.4487179487179487	[]	0.0	8.0	12	4	31	1087	major
1088	1088	grieg_lyric_pieces	op38n01	1890.3354624738972	1883	G	I	6.0	-6.0	7	-9	7	-3	[0, 1, 2, 3, 4, 5]	[[1], [1], [2, 5], [2], [2, 5], [1], [1], [2, 5], [2], [2, 5], [1], [1], [6], [2, 5], [2], [1], [4], [3], [5]]	0.0	0.4714285714285714	[4, 1]	0.5	[2, 3, 5]	0.1642857142857142	12.0	16	10	31	1089	major
1090	1090	grieg_lyric_pieces	op38n03	1890.3354624738972	1883	C	I	7.0	-5.0	10	-7	7	-8	[0, 1, 4]	[[0], [1], [0], [4], [1], [0], [4], [1], [1]]	0.0	0.3908045977011494	[4, 1]	1.057471264367816	[]	0.4597701149425287	12.0	17	15	31	1091	major
